03/28 12:06:08 PM | layer[0]	loss_knn:1.09	loss_kmeans:1.30	loss_random:1.22
04/18 09:58:06 PM | layer[1]	loss_knn:1.002111	loss_kmeans:1.049085	loss_random:1.040998
04/18 09:58:07 PM | layer[2]	loss_knn:0.981034	loss_kmeans:0.996083	loss_random:0.991922
04/18 09:58:09 PM | layer[3]	loss_knn:0.994543	loss_kmeans:1.011232	loss_random:1.006203
04/18 09:58:24 PM | layer[0]	loss_knn:61.658062	loss_kmeans:63.350262	loss_random:63.371510
04/18 09:58:24 PM | layer[1]	loss_knn:61.412487	loss_kmeans:62.980217	loss_random:62.794693
04/18 09:58:26 PM | layer[2]	loss_knn:125.137894	loss_kmeans:126.123558	loss_random:125.673759
04/18 09:58:27 PM | layer[3]	loss_knn:125.129311	loss_kmeans:126.222893	loss_random:125.635025
04/18 10:01:35 PM | layer[0]	loss_knn:0.956463	loss_kmeans:0.949816	loss_random:0.951368
04/18 10:01:35 PM | layer[1]	loss_knn:0.959297	loss_kmeans:0.952225	loss_random:0.956417
04/18 10:01:37 PM | layer[2]	loss_knn:0.963507	loss_kmeans:0.962161	loss_random:0.963172
04/18 10:01:39 PM | layer[3]	loss_knn:0.977129	loss_kmeans:0.974681	loss_random:0.976894
04/18 10:01:49 PM | layer[0]	loss_knn:1.093700	loss_kmeans:1.297040	loss_random:1.221213
04/18 10:01:50 PM | layer[1]	loss_knn:1.083939	loss_kmeans:1.308933	loss_random:1.133196
04/18 10:01:51 PM | layer[2]	loss_knn:1.030458	loss_kmeans:1.119813	loss_random:1.045680
04/18 10:01:53 PM | layer[3]	loss_knn:1.044234	loss_kmeans:1.210086	loss_random:1.060525
04/18 10:02:30 PM | layer[0]	loss_knn:0.956463	loss_kmeans:0.949816	loss_random:0.955064
04/18 10:02:30 PM | layer[1]	loss_knn:0.959297	loss_kmeans:0.952225	loss_random:0.955799
04/18 10:02:32 PM | layer[2]	loss_knn:0.963507	loss_kmeans:0.962161	loss_random:0.963318
04/18 10:02:34 PM | layer[3]	loss_knn:0.977129	loss_kmeans:0.974681	loss_random:0.976941
04/18 10:04:00 PM | layer[0]	loss_knn:59.980228	loss_kmeans:59.773380	loss_random:59.856094
04/18 10:04:00 PM | layer[1]	loss_knn:59.992062	loss_kmeans:59.767113	loss_random:59.931820
04/18 10:04:02 PM | layer[2]	loss_knn:123.993317	loss_kmeans:123.905327	loss_random:123.975159
04/18 10:04:10 PM | layer[0]	loss_knn:64.943840	loss_kmeans:71.395546	loss_random:69.022461
04/18 10:04:10 PM | layer[1]	loss_knn:65.353539	loss_kmeans:72.166618	loss_random:67.270599
04/18 10:04:12 PM | layer[2]	loss_knn:128.787079	loss_kmeans:134.328201	loss_random:129.575592
04/18 10:04:13 PM | layer[3]	loss_knn:129.997910	loss_kmeans:140.074097	loss_random:131.012695
05/03 10:38:15 AM | --------------UnPrune Model--------------
05/03 10:38:15 AM | Channels: 4224
05/03 10:38:15 AM | Params: 14.73 M 
05/03 10:38:15 AM | FLOPS: 314.59 M 
05/03 10:38:15 AM | --------------Prune Model--------------
05/03 10:38:15 AM | Channels:1643
05/03 10:38:15 AM | Params: 1.81 M
05/03 10:38:15 AM | FLOPS: 114.64 M
05/03 10:38:15 AM | --------------Compress Rate--------------
05/03 10:38:15 AM | Channels Prune Rate: 1643/4224 (61.10%)
05/03 10:38:15 AM | Params Compress Rate: 1.81 M/14.73 M(87.74%)
05/03 10:38:15 AM | FLOPS Compress Rate: 114.64 M/314.59 M(63.56%)
05/03 10:40:07 AM | --------------UnPrune Model--------------
05/03 10:40:07 AM | Channels: 4224
05/03 10:40:07 AM | Params: 14.73 M 
05/03 10:40:07 AM | FLOPS: 314.59 M 
05/03 10:40:07 AM | --------------Prune Model--------------
05/03 10:40:07 AM | Channels:1541
05/03 10:40:07 AM | Params: 1.54 M
05/03 10:40:07 AM | FLOPS: 81.79 M
05/03 10:40:07 AM | --------------Compress Rate--------------
05/03 10:40:07 AM | Channels Prune Rate: 1541/4224 (63.52%)
05/03 10:40:07 AM | Params Compress Rate: 1.54 M/14.73 M(89.55%)
05/03 10:40:07 AM | FLOPS Compress Rate: 81.79 M/314.59 M(74.00%)
05/03 10:40:42 AM | --------------UnPrune Model--------------
05/03 10:40:42 AM | Channels: 4224
05/03 10:40:42 AM | Params: 14.73 M 
05/03 10:40:42 AM | FLOPS: 314.59 M 
05/03 10:40:42 AM | --------------Prune Model--------------
05/03 10:40:42 AM | Channels:1643
05/03 10:40:42 AM | Params: 1.81 M
05/03 10:40:42 AM | FLOPS: 114.64 M
05/03 10:40:42 AM | --------------Compress Rate--------------
05/03 10:40:42 AM | Channels Prune Rate: 1643/4224 (61.10%)
05/03 10:40:42 AM | Params Compress Rate: 1.81 M/14.73 M(87.74%)
05/03 10:40:42 AM | FLOPS Compress Rate: 114.64 M/314.59 M(63.56%)
05/03 10:41:00 AM | --------------UnPrune Model--------------
05/03 10:41:00 AM | Channels: 4224
05/03 10:41:00 AM | Params: 14.73 M 
05/03 10:41:00 AM | FLOPS: 314.59 M 
05/03 10:41:00 AM | --------------Prune Model--------------
05/03 10:41:00 AM | Channels:1254
05/03 10:41:00 AM | Params: 1.08 M
05/03 10:41:00 AM | FLOPS: 94.85 M
05/03 10:41:00 AM | --------------Compress Rate--------------
05/03 10:41:00 AM | Channels Prune Rate: 1254/4224 (70.31%)
05/03 10:41:00 AM | Params Compress Rate: 1.08 M/14.73 M(92.69%)
05/03 10:41:00 AM | FLOPS Compress Rate: 94.85 M/314.59 M(69.85%)
05/03 10:41:23 AM | --------------UnPrune Model--------------
05/03 10:41:23 AM | Channels: 4224
05/03 10:41:23 AM | Params: 14.73 M 
05/03 10:41:23 AM | FLOPS: 314.59 M 
05/03 10:41:23 AM | --------------Prune Model--------------
05/03 10:41:23 AM | Channels:819
05/03 10:41:23 AM | Params: 0.53 M
05/03 10:41:23 AM | FLOPS: 69.33 M
05/03 10:41:23 AM | --------------Compress Rate--------------
05/03 10:41:23 AM | Channels Prune Rate: 819/4224 (80.61%)
05/03 10:41:23 AM | Params Compress Rate: 0.53 M/14.73 M(96.41%)
05/03 10:41:23 AM | FLOPS Compress Rate: 69.33 M/314.59 M(77.96%)
05/03 10:41:38 AM | --------------UnPrune Model--------------
05/03 10:41:38 AM | Channels: 4224
05/03 10:41:38 AM | Params: 14.73 M 
05/03 10:41:38 AM | FLOPS: 314.59 M 
05/03 10:41:38 AM | --------------Prune Model--------------
05/03 10:41:38 AM | Channels:1050
05/03 10:41:38 AM | Params: 0.80 M
05/03 10:41:38 AM | FLOPS: 84.54 M
05/03 10:41:38 AM | --------------Compress Rate--------------
05/03 10:41:38 AM | Channels Prune Rate: 1050/4224 (75.14%)
05/03 10:41:38 AM | Params Compress Rate: 0.80 M/14.73 M(94.58%)
05/03 10:41:38 AM | FLOPS Compress Rate: 84.54 M/314.59 M(73.13%)
05/03 10:43:37 AM | --------------UnPrune Model--------------
05/03 10:43:37 AM | Channels: 4224
05/03 10:43:37 AM | Params: 14.73 M 
05/03 10:43:37 AM | FLOPS: 314.59 M 
05/03 10:43:37 AM | --------------Prune Model--------------
05/03 10:43:37 AM | Channels:1007
05/03 10:43:37 AM | Params: 0.74 M
05/03 10:43:37 AM | FLOPS: 81.67 M
05/03 10:43:37 AM | --------------Compress Rate--------------
05/03 10:43:37 AM | Channels Prune Rate: 1007/4224 (76.16%)
05/03 10:43:37 AM | Params Compress Rate: 0.74 M/14.73 M(94.95%)
05/03 10:43:37 AM | FLOPS Compress Rate: 81.67 M/314.59 M(74.04%)
05/03 10:44:16 AM | --------------UnPrune Model--------------
05/03 10:44:16 AM | Channels: 4224
05/03 10:44:16 AM | Params: 14.73 M 
05/03 10:44:16 AM | FLOPS: 314.59 M 
05/03 10:44:16 AM | --------------Prune Model--------------
05/03 10:44:16 AM | Channels:961
05/03 10:44:16 AM | Params: 0.69 M
05/03 10:44:16 AM | FLOPS: 79.24 M
05/03 10:44:16 AM | --------------Compress Rate--------------
05/03 10:44:16 AM | Channels Prune Rate: 961/4224 (77.25%)
05/03 10:44:16 AM | Params Compress Rate: 0.69 M/14.73 M(95.32%)
05/03 10:44:16 AM | FLOPS Compress Rate: 79.24 M/314.59 M(74.81%)
05/03 10:44:48 AM | --------------UnPrune Model--------------
05/03 10:44:48 AM | Channels: 4224
05/03 10:44:48 AM | Params: 14.73 M 
05/03 10:44:48 AM | FLOPS: 314.59 M 
05/03 10:44:48 AM | --------------Prune Model--------------
05/03 10:44:48 AM | Channels:917
05/03 10:44:48 AM | Params: 0.64 M
05/03 10:44:48 AM | FLOPS: 76.38 M
05/03 10:44:48 AM | --------------Compress Rate--------------
05/03 10:44:48 AM | Channels Prune Rate: 917/4224 (78.29%)
05/03 10:44:48 AM | Params Compress Rate: 0.64 M/14.73 M(95.67%)
05/03 10:44:48 AM | FLOPS Compress Rate: 76.38 M/314.59 M(75.72%)
05/03 10:45:15 AM | --------------UnPrune Model--------------
05/03 10:45:15 AM | Channels: 4224
05/03 10:45:15 AM | Params: 14.73 M 
05/03 10:45:15 AM | FLOPS: 314.59 M 
05/03 10:45:15 AM | --------------Prune Model--------------
05/03 10:45:15 AM | Channels:869
05/03 10:45:15 AM | Params: 0.58 M
05/03 10:45:15 AM | FLOPS: 72.96 M
05/03 10:45:15 AM | --------------Compress Rate--------------
05/03 10:45:15 AM | Channels Prune Rate: 869/4224 (79.43%)
05/03 10:45:15 AM | Params Compress Rate: 0.58 M/14.73 M(96.04%)
05/03 10:45:15 AM | FLOPS Compress Rate: 72.96 M/314.59 M(76.81%)
05/03 10:45:38 AM | --------------UnPrune Model--------------
05/03 10:45:38 AM | Channels: 4224
05/03 10:45:38 AM | Params: 14.73 M 
05/03 10:45:38 AM | FLOPS: 314.59 M 
05/03 10:45:38 AM | --------------Prune Model--------------
05/03 10:45:38 AM | Channels:819
05/03 10:45:38 AM | Params: 0.53 M
05/03 10:45:38 AM | FLOPS: 69.33 M
05/03 10:45:38 AM | --------------Compress Rate--------------
05/03 10:45:38 AM | Channels Prune Rate: 819/4224 (80.61%)
05/03 10:45:38 AM | Params Compress Rate: 0.53 M/14.73 M(96.41%)
05/03 10:45:38 AM | FLOPS Compress Rate: 69.33 M/314.59 M(77.96%)
05/07 08:01:25 AM | --------------UnPrune Model--------------
05/07 08:01:25 AM | Channels: 4224
05/07 08:01:25 AM | Params: 14.73 M 
05/07 08:01:25 AM | FLOPS: 314.59 M 
05/07 08:01:25 AM | --------------Prune Model--------------
05/07 08:01:25 AM | Channels:955
05/07 08:01:25 AM | Params: 0.70 M
05/07 08:01:25 AM | FLOPS: 41.55 M
05/07 08:01:25 AM | --------------Compress Rate--------------
05/07 08:01:25 AM | Channels Prune Rate: 955/4224 (77.39%)
05/07 08:01:25 AM | Params Compress Rate: 0.70 M/14.73 M(95.26%)
05/07 08:01:25 AM | FLOPS Compress Rate: 41.55 M/314.59 M(86.79%)
05/07 08:02:07 AM | --------------UnPrune Model--------------
05/07 08:02:07 AM | Channels: 4224
05/07 08:02:07 AM | Params: 14.73 M 
05/07 08:02:07 AM | FLOPS: 314.59 M 
05/07 08:02:07 AM | --------------Prune Model--------------
05/07 08:02:07 AM | Channels:626
05/07 08:02:07 AM | Params: 0.30 M
05/07 08:02:07 AM | FLOPS: 8.27 M
05/07 08:02:07 AM | --------------Compress Rate--------------
05/07 08:02:07 AM | Channels Prune Rate: 626/4224 (85.18%)
05/07 08:02:07 AM | Params Compress Rate: 0.30 M/14.73 M(97.94%)
05/07 08:02:07 AM | FLOPS Compress Rate: 8.27 M/314.59 M(97.37%)
05/07 08:02:37 AM | --------------UnPrune Model--------------
05/07 08:02:37 AM | Channels: 4224
05/07 08:02:37 AM | Params: 14.73 M 
05/07 08:02:37 AM | FLOPS: 314.59 M 
05/07 08:02:37 AM | --------------Prune Model--------------
05/07 08:02:37 AM | Channels:734
05/07 08:02:37 AM | Params: 0.40 M
05/07 08:02:37 AM | FLOPS: 16.18 M
05/07 08:02:37 AM | --------------Compress Rate--------------
05/07 08:02:37 AM | Channels Prune Rate: 734/4224 (82.62%)
05/07 08:02:37 AM | Params Compress Rate: 0.40 M/14.73 M(97.29%)
05/07 08:02:37 AM | FLOPS Compress Rate: 16.18 M/314.59 M(94.86%)
05/07 08:03:05 AM | --------------UnPrune Model--------------
05/07 08:03:05 AM | Channels: 4224
05/07 08:03:05 AM | Params: 14.73 M 
05/07 08:03:05 AM | FLOPS: 314.59 M 
05/07 08:03:05 AM | --------------Prune Model--------------
05/07 08:03:05 AM | Channels:742
05/07 08:03:05 AM | Params: 0.44 M
05/07 08:03:05 AM | FLOPS: 26.85 M
05/07 08:03:05 AM | --------------Compress Rate--------------
05/07 08:03:05 AM | Channels Prune Rate: 742/4224 (82.43%)
05/07 08:03:05 AM | Params Compress Rate: 0.44 M/14.73 M(97.04%)
05/07 08:03:05 AM | FLOPS Compress Rate: 26.85 M/314.59 M(91.46%)
05/07 08:03:25 AM | --------------UnPrune Model--------------
05/07 08:03:25 AM | Channels: 4224
05/07 08:03:25 AM | Params: 14.73 M 
05/07 08:03:25 AM | FLOPS: 314.59 M 
05/07 08:03:25 AM | --------------Prune Model--------------
05/07 08:03:25 AM | Channels:958
05/07 08:03:25 AM | Params: 0.80 M
05/07 08:03:25 AM | FLOPS: 57.48 M
05/07 08:03:25 AM | --------------Compress Rate--------------
05/07 08:03:25 AM | Channels Prune Rate: 958/4224 (77.32%)
05/07 08:03:25 AM | Params Compress Rate: 0.80 M/14.73 M(94.60%)
05/07 08:03:25 AM | FLOPS Compress Rate: 57.48 M/314.59 M(81.73%)
05/07 08:04:16 AM | --------------UnPrune Model--------------
05/07 08:04:16 AM | Channels: 4224
05/07 08:04:16 AM | Params: 14.73 M 
05/07 08:04:16 AM | FLOPS: 314.59 M 
05/07 08:04:16 AM | --------------Prune Model--------------
05/07 08:04:16 AM | Channels:1058
05/07 08:04:16 AM | Params: 0.93 M
05/07 08:04:16 AM | FLOPS: 59.11 M
05/07 08:04:16 AM | --------------Compress Rate--------------
05/07 08:04:16 AM | Channels Prune Rate: 1058/4224 (74.95%)
05/07 08:04:16 AM | Params Compress Rate: 0.93 M/14.73 M(93.70%)
05/07 08:04:16 AM | FLOPS Compress Rate: 59.11 M/314.59 M(81.21%)
05/07 08:04:45 AM | --------------UnPrune Model--------------
05/07 08:04:45 AM | Channels: 4224
05/07 08:04:45 AM | Params: 14.73 M 
05/07 08:04:45 AM | FLOPS: 314.59 M 
05/07 08:04:45 AM | --------------Prune Model--------------
05/07 08:04:45 AM | Channels:1080
05/07 08:04:45 AM | Params: 0.94 M
05/07 08:04:45 AM | FLOPS: 67.54 M
05/07 08:04:45 AM | --------------Compress Rate--------------
05/07 08:04:45 AM | Channels Prune Rate: 1080/4224 (74.43%)
05/07 08:04:45 AM | Params Compress Rate: 0.94 M/14.73 M(93.65%)
05/07 08:04:45 AM | FLOPS Compress Rate: 67.54 M/314.59 M(78.53%)
05/07 08:05:12 AM | --------------UnPrune Model--------------
05/07 08:05:12 AM | Channels: 4224
05/07 08:05:12 AM | Params: 14.73 M 
05/07 08:05:12 AM | FLOPS: 314.59 M 
05/07 08:05:12 AM | --------------Prune Model--------------
05/07 08:05:12 AM | Channels:1136
05/07 08:05:12 AM | Params: 1.05 M
05/07 08:05:12 AM | FLOPS: 78.18 M
05/07 08:05:12 AM | --------------Compress Rate--------------
05/07 08:05:12 AM | Channels Prune Rate: 1136/4224 (73.11%)
05/07 08:05:12 AM | Params Compress Rate: 1.05 M/14.73 M(92.84%)
05/07 08:05:12 AM | FLOPS Compress Rate: 78.18 M/314.59 M(75.15%)
05/07 08:05:35 AM | --------------UnPrune Model--------------
05/07 08:05:35 AM | Channels: 4224
05/07 08:05:35 AM | Params: 14.73 M 
05/07 08:05:35 AM | FLOPS: 314.59 M 
05/07 08:05:35 AM | --------------Prune Model--------------
05/07 08:05:35 AM | Channels:1143
05/07 08:05:35 AM | Params: 1.06 M
05/07 08:05:35 AM | FLOPS: 81.06 M
05/07 08:05:35 AM | --------------Compress Rate--------------
05/07 08:05:35 AM | Channels Prune Rate: 1143/4224 (72.94%)
05/07 08:05:35 AM | Params Compress Rate: 1.06 M/14.73 M(92.82%)
05/07 08:05:35 AM | FLOPS Compress Rate: 81.06 M/314.59 M(74.23%)
05/07 08:06:12 AM | --------------UnPrune Model--------------
05/07 08:06:12 AM | Channels: 4224
05/07 08:06:12 AM | Params: 14.73 M 
05/07 08:06:12 AM | FLOPS: 314.59 M 
05/07 08:06:12 AM | --------------Prune Model--------------
05/07 08:06:12 AM | Channels:1247
05/07 08:06:12 AM | Params: 1.23 M
05/07 08:06:12 AM | FLOPS: 83.23 M
05/07 08:06:12 AM | --------------Compress Rate--------------
05/07 08:06:12 AM | Channels Prune Rate: 1247/4224 (70.48%)
05/07 08:06:12 AM | Params Compress Rate: 1.23 M/14.73 M(91.63%)
05/07 08:06:12 AM | FLOPS Compress Rate: 83.23 M/314.59 M(73.54%)
05/07 01:45:18 PM | --------------UnPrune Model--------------
05/07 01:45:18 PM | Channels: 4224
05/07 01:45:18 PM | Params: 14.73 M 
05/07 01:45:18 PM | FLOPS: 314.59 M 
05/07 01:45:18 PM | --------------Prune Model--------------
05/07 01:45:18 PM | Channels:1247
05/07 01:45:18 PM | Params: 1.23 M
05/07 01:45:18 PM | FLOPS: 83.23 M
05/07 01:45:18 PM | --------------Compress Rate--------------
05/07 01:45:18 PM | Channels Prune Rate: 1247/4224 (70.48%)
05/07 01:45:18 PM | Params Compress Rate: 1.23 M/14.73 M(91.63%)
05/07 01:45:18 PM | FLOPS Compress Rate: 83.23 M/314.59 M(73.54%)
